coded_to,user_common
JOM0750,FBW0747
VCC0396,BDV0168
TJD0996,GJT0386
KJW0416,SOG0411
RNL0695,QJR0688
SAC0687,QJR0688
RHY0079,EMW0105
AMM0014,BTS0011
ONL0276,NCE0097
AKW0167,AJH0175
ABC0174,AJH0175
PEV0323,AJH0175
LHL0309,AJH0175
CCM0855,SBN0866
CNE0352,ETR0428
MTB0620,CAA0612
KMW0545,CAA0612
CMM0487,CKB0482
IKR0401,FSB0399
NHE0919,IYB0918
CCC0393,BTR0403
CQW0652,YWW0660
BSS0369,WPR0368
CKH0144,SPA0141
IMG0320,AJR0319
DOP0562,PMJ0564
FGW0853,NSS0876
CCM0855,NSS0876
LJJ0905,NSS0876
ATE0869,NSS0876
KMS0657,DID0650
DKB0631,DID0650
SBD0913,TNM0961
BAH0875,THR0873
RAH0440,CKB0427
BSA0431,CKB0427
PID0426,CKB0427
RAS0432,CKB0427
NAR0981,JOL0024
BEC0505,IMB0481
NMC0486,IMB0481
HCS0003,DTT0076
JRG0207,TQS0212
IRM0931,MKL0941
JGM0934,MKL0941
MMG0943,MKL0941
WIQ0567,SBH0537
LEM0605,FSC0601
JJH0613,FSC0601
TRK0914,FSC0601
FSC0601,RCC0617
EHR0096,ROB0272
JLW0053,DZC0228
SAK0375,JRS0362
LBC0356,JRS0362
XHG0902,KJM0887
JPW0741,EZH0736
BIH0745,EZH0736
IRT0491,JXH0493
JMC0925,FIR0920
JCW0858,RLG0856
VFM0814,LJT0817
AQD0820,LJT0817
BJH0811,LJT0817
NKH0807,LJT0817
HGN0287,DLH0029
BDB0453,JNA0559
CEL0561,JNA0559
JNJ0556,JNA0559
KSH0569,JNA0559
MSD0939,CMB0912
DSM0591,CMB0912
TLM0797,AAF0791
SVL0803,AAF0791
BTW0005,KWC0004
HCS0003,KWC0004
MLM0950,KWC0004
RMS0266,AMD0077
HCM0267,AMD0077
DLH0029,AMM0014
ABC0174,AMR0318
BIH0745,LCB0664
CCA0046,MSH0040
USH0199,CJK0200
SGG0787,CJK0200
YDN0198,CJK0200
CIM0926,XWD0923
MKL0941,MSD0939
HTH0007,MSS0001
DGF0443,ETR0428
CHG0146,GRC0145
YDN0198,EWH0191
HDH0928,HKI0171
ASG0692,CAM0681
BVC0790,DCC0160
SER0165,DCC0160
BAH0875,KBS0874
CNM0800,NAB0801
HAM0985,HPM0986
IUB0565,JNA0559
SBH0537,JNA0559
DOP0562,JNA0559
ARL0034,RNP0211
GRM0868,WDO0870
RVC0232,OJK0233
DZC0228,OJK0233
DHM0937,JGM0934
BYP0070,PGC0066
PKB0429,EIM0156
SBN0495,LPC0492
ZJE0857,HDD0789
MAW0166,COM0321
NBH0256,LCD0622
LCD0622,FSC0601
KQS0415,FTM0406
MBJ0312,NAF0326
FDE0117,JIG0128
BIS0247,HAD0246
NBH0256,ZSK0258
OKB0439,HWW0436
TVS0006,HTH0007
HCS0003,HTH0007
BSS0369,WPR0368
SSS0345,SHR0334
JKB0126,FDE0117
TDJ0998,FDE0117
MMG0943,VEB0935
SGM0021,NKH0979
ALC0788,DIW0118
DIB0081,IIW0249
ARA0252,IIW0249
BTR0403,JBM0350
FDE0117,TDJ0998
CTW0500,SES0477
DTP0379,NAF0326
MDH0686,ATE0869
AMV0036,CEB0210
CTA0020,CEB0210
FKK0055,JLW0053
ENC0234,JLW0053
KDS0349,RFP0380
LOF0311,IMG0320
BDV0168,IMG0320
JDB0169,IMG0320
OLW0689,WIF0691
RCC0617,BJW0619
KJS0618,BJW0619
WVB0539,BJW0619
DMM0623,BJW0619
LLV0602,RKD0604
KRM0541,ALD0544
HIW0536,ALD0544
SGG0787,ALD0544
ARA0252,HPH0075
AKC0924,AIS0405
KAL0395,AIS0405
USH0199,EWH0191
ABN0239,BNG0237
JCR0172,KCS0173
MCJ0324,KCS0173
AJF0370,CBB0365
IKR0401,RJB0088
CNM0800,OCB0805
ZJE0857,WXH0872
CCM0855,WXH0872
JNA0559,WLV0566
ABC0253,WLV0566
RRP0568,WLV0566
WTR0563,WLV0566
SOF0808,IWM0816
IAT0263,TEM0093
SOG0411,EGD0409
HTH0007,DJB0159
ABN0239,BYP0070
VIA0063,BYP0070
DZC0228,JLW0053
BTR0403,AMW0392
VCC0396,AMW0392
JER0404,AMW0392
AIP0394,AMW0392
JBM0350,KPR0497
CWR0502,KPR0497
EGK0893,MNS0224
BJW0619,LEM0605
SBN0495,KAT0489
HGG0240,PGC0066
PTH0552,ANP0555
JMH0543,ANP0555
SBH0537,KSH0569
NHH0185,CGF0337
MHH0180,DBW0483
DJB0159,HTH0007
CBG0490,NAH0503
RHY0079,PKB0281
TTD1000,SAA0999
MDM0625,JBD0616
EZT0640,OSH0655
NCE0097,KAT0270
HKB0418,HBO0413
KVS0425,HBO0413
BBG0325,HBO0413
JZD0888,JML0909
VIA0063,TMA0069
GOK0238,TMA0069
IJW0851,OCS0865
ZJE0857,OCS0865
HDD0789,PLH0862
LLV0602,AIM0627
ORM0669,TSR0676
WIF0691,KKC0683
CCC0393,ADF0397
VCC0396,ADF0397
ALH0402,ADF0397
CBG0398,ADF0397
CTW0500,KRL0501
UJC0737,EZH0736
DSB0731,EZH0736
KBP0008,MSS0001
BAL0044,FAW0032
JCC0225,FAW0032
JDB0169,BKW0374
DMG0358,BKW0374
CHG0146,MAH0149
SIJ0661,AIH0675
RSM0277,OMS0101
LHN0151,RDM0150
CHG0146,RDM0150
MAH0149,RDM0150
KAT0489,BJH0354
MSZ0310,NAF0326
RHY0079,HGN0287
OLW0689,ASG0692
NSS0876,SBN0866
NBC0412,KVS0425
KSH0569,RRP0568
FAW0032,JDC0030
CCW0031,JDC0030
FUM0015,JDC0030
NKH0807,HDD0806
XBN0229,GAF0060
GJT0386,KDS0349
KAT0489,DBW0483
SBN0495,DBW0483
JCG0316,BER0314
IRT0491,CKB0482
DDA0476,CKB0482
NHE0919,AKC0924
AIP0982,HPM0986
BJW0619,MTB0620
GBM0603,MTB0620
NCK0295,RBB0485
CCR0863,CLF0852
LTS0860,CLF0852
WBC0192,KBB0189
EMW0105,RHY0079
BLB0114,RHY0079
AHM0410,MES0407
HVB0037,SIJ0661
BLB0114,RHY0079
OKC0107,RHY0079
HPH0075,RHY0079
MTB0620,FHO0630
KJA0152,POB0343
GNS0178,POB0343
NOB0181,POB0343
KWC0004,BTW0005
CCW0031,SJO0209
WDD0366,WPR0368
JRS0362,WPR0368
FGW0853,RUM0880
KVT0028,DLH0029
DIC0988,DLH0029
SAC0687,DJS0682
MDH0686,DJS0682
KKC0683,DJS0682
RUM0880,DJS0682
DHM0937,CMB0912
IRT0491,BJH0354
GAF0060,DBS0235
NAF0326,AKW0167
BBG0325,AKW0167
JOL0024,HPM0986
TSM0927,IYB0918
SMW0084,MHG0244
JCV0245,MHG0244
VSA0230,BTN0061
RHP0484,CBG0490
JBD0616,RCC0617
LLV0602,RCC0617
PGO0433,PKB0429
ARA0252,MHG0244
JCV0245,MHG0244
KQS0415,HRB0351
HIA0414,HRB0351
RHY0079,HRB0351
RDT0424,HRB0351
LAM0911,FIR0920
CCH0685,KKC0683
RNP0211,ASS0206
MCS0035,ASS0206
IJM0444,PID0426
CKD0680,AIH0675
TRK0914,HDH0928
JDB0169,LOF0311
OLW0689,DJS0682
MDH0686,DJS0682
FRB0023,NKH0979
SOG0411,NBC0412
SMH0291,DLM0051
DGW0752,FBW0747
KTG0091,AMD0077
TQS0212,HVB0037
TDS0984,HAM0985
YCE0983,HAM0985
HBO0413,HKB0418
BBS0422,HKB0418
LDB0090,IIA0092
RMS0266,IIA0092
KTG0091,IIA0092
BJH0354,PDW0259
ANP0555,ALD0544
YIC0195,SAT0194
HSB0196,SAT0194
YDN0198,CJK0200
EWH0191,CJK0200
DGN0480,CBG0490
WPE0538,LPC0492
CMM0487,LPC0492
DGN0480,LPC0492
NLO0131,LPC0492
ABC0253,DBG0261
TEM0977,GCL0016
JCC0225,DFR0218
CIG0052,SLB0049
KDS0349,SLB0049
NRD0548,GCR0554
BMC0547,GCR0554
HPH0075,SSG0250
TCD0009,HCS0003
EMS0317,AKW0167
ESJ0670,MLP0668
LMF0980,FRB0023
MSH0040,BAL0044
AJR0319,BBG0325
SSH0799,OCB0805
HAH0248,MHG0244
HIW0536,KBG0549
LEM0605,AIM0627
TUC0632,AIM0627
BEH0615,AIM0627
WVB0539,AIM0627
ILJ0526,FRL0511
IKR0401,ALH0402
TVS0006,CHG0146
CTR0341,NHH0185
CSJ0340,NHH0185
NHE0919,TSM0927
WKD0013,FUM0015
RSC0089,DMK0257
SSG0250,HAD0246
NJB0243,HAD0246
IMG0320,IDO0176
ABC0174,IDO0176
OMS0101,MOH0273
FQA0854,SVS0871
JOL0024,KRL0501
JXH0493,KRL0501
GZC0735,JPW0741
RGH0728,JPW0741
FIR0920,JPW0741
DLS0383,VTT0385
MKW0441,CNE0352
JLW0053,HBB0056
EMS0317,HAM0985
NAR0981,HAM0985
NBH0256,MIL0255
DTT0076,MIL0255
DBG0261,MIL0255
KES0729,GCC0744
IMG0320,JCR0172
SGS0268,OMS0101
HGH0595,JDF0593
DSM0591,JDF0593
JDB0169,NAF0326
HPH0075,DLM0051
JBM0350,CWB0065
RKF0164,DRR0162
HCS0003,MSS0001
BTN0061,JLW0053
JRG0207,AMV0036
EBC0390,DLF0377
GLR0975,AOB0019
BWP0202,RVF0201
QNF0205,RVF0201
WBC0192,RVF0201
SMY0792,AMH0794
RCC0617,BJW0619
OCB0805,SOG0411
SCP0130,SGB0140
DBB0384,DTP0379
DMK0257,KBL0260
CEL0561,PMJ0564
JGM0934,ECL0930
MSD0939,HLM0933
CMB0912,HLM0933
EMW0105,CEJ0109
HRB0351,CNE0352
BXJ0010,MYD0978
MDM0976,MYD0978
GCL0016,MYD0978
GLR0975,MYD0978
RTO0313,AKW0167
JCG0316,AKW0167
KRG0158,AKW0167
CBG0398,AIS0405
JAV0361,KJP0371
UBF0645,XRS0633
BBG0325,LTS0860
CIG0052,HIW0536
WPR0368,IBB0359
KRV0372,IBB0359
DSB0731,KES0729
VAA0087,GCS0518
CCL0068,HDD0806
HDH0928,TSM0927
MDH0686,QJR0688
GCS0518,QJR0688
BCB0679,ESJ0670
KPR0497,RHP0484
FAW0032,FBA0348
PTH0552,KMW0545
TMA0069,DRR0242
HGG0240,DRR0242
LFS0071,DRR0242
CKH0144,AHC0142
WAB0143,AHC0142
TVS0006,KWC0004
JRG0207,NAF0033
RHO0732,GQP0743
JKB0126,TTD1000
GHH0288,TTD1000
JAV0361,WPR0368
BKW0374,WPR0368
WKD0013,OYM0026
AIS0405,JBM0350
SAT0194,AAE0190
HSB0196,AAE0190
MFV0897,DBS0235
DAL0673,TSR0676
IBM0671,TSR0676
XAA0104,CIM0271
AWM0764,AKH0758
BHC0665,AKH0758
AMD0077,AJD0074
RLG0856,QOS0878
DBG0261,KBL0260
SMW0084,AMM0014
CGF0337,NCH0179
AKK0329,NCH0179
HDL0748,KES0729
JBD0616,LHB0606
SCF0608,LHB0606
CSH0626,LHB0606
RKD0604,LHB0606
AIM0627,LHB0606
AOB0019,MDM0976
SBN0971,MDM0976
CJC0494,NMC0486
TVS0006,MSS0001
BTW0005,MSS0001
CRK0916,IYB0918
FIR0920,IYB0918
NAF0326,MCF0327
ZDW0859,WDO0870
HDD0789,WDO0870
SVS0871,WDO0870
WXH0872,WDO0870
DVW0103,ROB0272
SOB0360,MAW0166
MCJ0324,MAW0166
HDD0789,MAW0166
COM0321,MAW0166
LHL0309,MAW0166
WBC0192,MKS0204
QNP0216,BBS0039
IWM0816,HSG0818
DHM0937,CMB0912
HMM0108,QCH0110
RHO0732,PRM0740
RZC0746,PRM0740
HPH0075,KMS0657
WBC0315,EMS0317
HJS0072,CCL0068
NKP0236,CCL0068
BJH0354,SES0477
DBW0483,SES0477
MYD0978,BRB0355
MSZ0310,PEV0323
THR0873,CCM0855
CCR0863,FGW0853
OLB0749,JOM0750
DCC0160,KRG0158
MYD0978,TEM0977
CTA0020,TEM0977
GLR0975,TEM0977
JER0404,AIS0405
JDB0169,IDO0176
ZJE0857,IJW0851
MPM0220,BBS0039
CSC0217,BBS0039
GTD0219,BBS0039
RZC0746,GZC0735
XAA0104,ROB0272
OLF0504,CJC0494
JAD0609,RCC0617
QNP0216,JGT0221
WTF0387,JAM0382
VTT0385,JAM0382
KDS0349,JAM0382
MLL0598,TJG0582
ASV0946,CSB0080
MHG0244,CSB0080
NMS0280,HCL0113
HOB0994,HCL0113
ZJS0269,NCE0097
VFM0814,KCB0815
BBH0810,KCB0815
RKD0604,AQD0820
OJK0233,XBN0229
JLW0053,XBN0229
AIH0675,BLS0678
CKB0482,HCV0478
SVL0940,BLL0929
LBH0942,BLL0929
NSS0876,FGW0853
GCC0744,JPW0741
HRB0351,AMD0077
XHW0498,MMB0488
CGF0337,MPM0220
UIR0043,MPM0220
GKO0078,HRB0351
KES0729,MAD0753
MIB0904,HLM0933
MKL0941,HLM0933
ZSB0649,NAH0503
DSB0731,QRM0739
CTW0500,MMB0488
KPR0497,DGN0480
CBG0490,DGN0480
MBW0809,LCC0819
BBH0810,LCC0819
NSS0876,ZJE0857
HPH0075,JCV0245
VMJ0147,BSS0369
WDD0366,BSS0369
IBB0359,BSS0369
VEB0935,AJR0932
HRB0351,NDM0417
FDE0117,TDJ0998
JKB0126,TDJ0998
MVH0373,BDV0168
BRM0995,COF0120
SOG0411,KJW0416
HKB0418,KJW0416
JMH0543,KRM0541
NRD0548,KRM0541
SLB0049,HBB0056
SBQ0786,HBB0056
MTT0901,MFV0897
LJJ0905,MFV0897
EGK0893,MFV0897
ELB0847,LJB0826
KES0729,FBW0747
GQP0743,FBW0747
RHO0732,FBW0747
MLD0755,BRS0734
BEC0505,SES0477
DBW0483,SES0477
MOH0273,EHR0096
CCL0068,BYP0070
GQP0743,DGM0754
LHB0967,JLW0053
KBC0054,JLW0053
IEB0153,KJA0152
DRR0242,GOK0238
BYP0070,GOK0238
BRS0734,MHG0733
IEB0153,VSS0154
SBN0866,HDD0789
NDM0417,KQS0415
RGN0408,KQS0415
NCK0421,KQS0415
NWK0215,AMV0036
HVB0037,AMV0036
FLM0213,AMV0036
ACC0042,BBS0039
DFR0218,BBS0039
MSS0001,KWC0004
TTD1000,KWC0004
CCW0031,FLM0213
ASS0206,FLM0213
CUD0795,CCW0031
SLB0049,CIG0052
JOL0024,HPM0986
MCD0125,TDJ0998
SCF0608,DMM0623
AJN0607,DMM0623
SJF0094,CFW0264
KRL0062,TVS0050
NNS0059,VSA0230
GHL0460,CRP0456
FAW0032,BAL0044
MSH0040,BAL0044
MSO0222,BAL0044
LBH0942,SVL0940
WTR0563,JNJ0556
JNA0559,JNJ0556
LDD0560,JNJ0556
RRP0568,JNJ0556
NJC0705,PLH0715
BSS0369,MVH0373
CSP0197,AAE0190
EMW0105,HMM0108
DOP0562,IUB0565
JOM0750,IUB0565
JFC0557,IUB0565
ZSB0649,HCL0651
KJJ0293,HCL0651
TOR0193,HSB0196
CGF0337,LAP0338
AGB0186,LAP0338
LBH0942,VEB0935
ASL0378,KDS0349
JLW0053,KDS0349
DLS0383,KDS0349
FKK0055,KDS0349
MAD0496,BJH0354
LBH0942,SVL0940
OMS0101,MOH0273
ATF0274,MOH0273
TSM0363,WPR0368
KAT0489,SBN0495
CJC0494,SBN0495
NMC0486,SBN0495
LHL0309,JCR0172
CBB0365,LBC0356
RKD0604,MDM0625
CRD0624,MDM0625
NCE0097,GKO0078
SGS0268,MSZ0310
HKI0171,AMR0318
GAF0060,ENC0234
LDB0090,IIA0092
JCG0316,AJR0319
WBC0315,AJR0319
MCJ0324,AJR0319
LNR0656,BAJ0654
JMW0638,BAJ0654
RTO0313,BDV0168
MCF0327,BDV0168
SBN0971,TDG0962
NRO0768,PNH0761
JFC0757,PNH0761
RHY0079,HGN0287
BJH0354,CBG0490
JXH0493,CBG0490
TOR0193,YIC0195
AMM0014,LNS0989
JKB0126,JJB0127
EIP0997,JJB0127
FDE0117,JJB0127
KNB0022,BTS0011
MOS0047,JGT0221
NWT0098,ENL0100
ONL0276,ENL0100
GKO0078,ENL0100
AAE0190,YIC0195
RVC0232,JLW0053
LQC0479,JXH0493
CBG0490,JXH0493
SAA0999,JJB0127
TDJ0998,JJB0127
JIG0128,JJB0127
FSC0601,NNA0610
NUL0471,MGS0974
IJM0444,ETR0428
TSB0437,ETR0428
RNP0211,ARL0034
TQS0212,ARL0034
JER0404,ARL0034
PID0426,BSH0445
ARD0509,NNA0610
EMW0105,DIB0285
ZMC0284,DIB0285
CJM0521,UCH0519
HLH0512,UCH0519
SLB0049,KDS0349
DLS0383,KDS0349
HBB0056,KDS0349
VTT0385,KDS0349
JLW0053,KDS0349
FRL0511,LQP0508
CTA0020,BXJ0010
LAP0338,VSA0230
COM0321,MAW0166
CGF0337,AKK0329
DIB0081,HAD0246
LTS0860,SBN0866
IMB0481,CMM0487
HJB0742,RHO0732
MHG0733,RHO0732
BNG0237,DRR0242
CCL0068,DRR0242
HRB0351,SOG0411
NKH0807,ACV0812
TRK0914,IYB0918
CRK0916,IYB0918
SBH0537,IYB0918
WIF0691,RNL0695
WAS0254,DTT0076
RSC0089,DTT0076
PES0085,DTT0076
TEB0251,KWE0082
KBG0549,KRM0541
VCY0751,QPM0727
KES0729,QPM0727
RAH0440,IJM0444
TAP0551,ALD0544
ARD0509,ALD0544
RGH0728,HDL0748
AAE0190,SAT0194
CAM0681,WIF0691
MIC0726,GZC0735
CSP0197,SAT0194
AAE0190,SAT0194
QCH0110,HCL0113
HFB0347,LAP0338
KDT0346,LAP0338
NHH0185,LAP0338
JSH0330,LAP0338
SLT0907,IBP0883
JNA0559,DLF0377
DLS0383,DLF0377
VIA0063,TVS0050
MLD0755,RGH0728
HDH0928,NHE0919
IEB0153,VMJ0147
FTM0406,HKB0418
BCM0653,HKB0418
DIW0118,SBD0913
RGH0728,PRM0740
GCC0744,PRM0740
CAA0612,LLV0602
BEC0505,CMM0487
MIL0255,NBH0256
DPS0262,NBH0256
ONL0276,NWT0098
EHR0096,NWT0098
KSH0569,IUB0565
SIJ0661,FKK0055
GJT0386,JTS0389
ETR0177,BHC0665
QSV0778,BHC0665
FUM0015,WKF0012
JOL0024,WKF0012
DTT0076,AJD0074
BAH0875,CCR0863
HDD0789,CCR0863
BLB0114,SDB0106
ZDW0859,RLG0856
DCC0160,SBK0161
KKW0879,SBN0866
CTA0020,MGS0974
SVL0803,SSH0799
ASB0796,SSH0799
MAD0496,CMM0487
CTW0500,CMM0487
CAA0612,BJW0619
ESR0693,KKC0683
NGO0690,KKC0683
CRO0027,OYM0026
KDS0349,KBC0054
SIJ0661,KBC0054
DCC0160,KBC0054
MDM0976,SDF0017
PEV0323,ABC0174
JCG0316,ABC0174
KNG0672,DAL0673
BMS0877,KKW0879
FHO0630,LCD0622
RCC0617,LCD0622
EIM0156,LRR0148
RGN0408,HCW0419
WVB0539,NNA0610
TET0621,NNA0610
SJF0094,IIA0092
AHG0634,BCM0653
CQW0652,BCM0653
FRB0023,LMF0980
JOL0024,LMF0980
MSS0001,TVS0006
VEB0935,AJR0932
RRA0938,AJR0932
DTP0379,ATP0662
IJW0851,CLF0852
KES0729,ZJE0857
GQP0743,GZC0735
RMW0542,GCR0554
VMJ0546,GCR0554
MAD0496,DDA0476
FAW0032,FUM0015
ENC0234,SRS0231
VMJ0546,HRW0550
KBS0874,SAP0867
WXH0872,SAP0867
FGW0853,SAP0867
FQA0854,SAP0867
BIS0247,DIB0081
HPH0075,DIB0081
PLH0715,AJP0723
JJB0700,AJP0723
RAR0725,AJP0723
LDB0090,RMS0266
DVM0265,RMS0266
COM0321,JBM0350
ATP0662,JBM0350
KRL0062,JBM0350
JGT0221,JTM0223
PSF0133,DBS0235
SMY0792,YEV0793
CNM0800,YEV0793
SBQ0786,CIG0052
BSS0369,WPR0368
IBB0696,WPR0368
IBS0836,PMV0850
LJB0826,PMV0850
ELB0847,PMV0850
MJM0510,LQP0508
CAS0507,LQP0508
OCS0865,FQA0854
ZDW0859,FQA0854
CJM0521,GCS0518
BRB0355,GCS0518
CGB0637,KMS0657
COF0120,LAF0991
JKM0303,ANT0430
IRT0491,CMM0487
ROB0272,PPF0435
KBP0008,MSS0001
CCR0863,CLF0852
BMS0877,CLF0852
ZDW0859,CLF0852
JCW0858,CLF0852
KAC0124,SAA0999
TDS0984,MAS0025
BXJ0010,MYD0978
ZJS0269,JMK0099
RAG0275,JMK0099
SGS0268,JMK0099
ARB0881,RKD0604
CPG0322,LOF0311
RTO0313,LOF0311
MMG0943,MKL0941
CFM0767,MKL0941
KCF0045,CCA0046
ASB0796,SMB0804
PTH0552,VMJ0546
KMW0545,VMJ0546
GAF0570,DAG0558
WTR0563,DAG0558
JKB0126,CTR0341
DOL0332,CTR0341
LHN0151,CTR0341
CGF0337,CTR0341
LOM0086,PDW0259
DPS0262,PDW0259
MIL0255,PDW0259
BJH0811,LJT0817
AQD0820,LJT0817
AMM0014,FUM0015
NGC0058,XBN0229
HAM0985,WKF0012
FGW0853,CCM0855
CCW0031,FUM0015
KCO0122,COF0120
GKO0078,MOH0273
ONL0276,MOH0273
EIM0156,NGF0157
LRR0148,NGF0157
SRH0155,NGF0157
AJD0074,HRB0351
HBB0056,FKK0055
KAC0124,MCD0125
TDJ0998,MCD0125
FAW0032,CCW0031
WXH0872,ATE0869
CRO0027,PLH0862
BNG0237,PGC0066
SAT0194,AAE0190
UIR0043,FAW0032
DZC0228,RVC0232
NKH0979,FRB0023
DBG0261,DPS0262
RSC0089,DPS0262
HOB0994,HAV0121
DBW0483,CTW0500
KRM0541,HIW0536
KDS0349,HIW0536
FKK0055,HIW0536
MSH0040,KCF0045
LQC0479,CWR0502
MES0407,HIA0414
HRB0351,HIA0414
SBK0161,HTH0007
TVS0006,HTH0007
AHM0410,KQS0415
SOG0411,KQS0415
ACC0042,UIR0043
ZJE0857,CLF0852
EPW0434,DGF0443
PID0426,DGF0443
OKB0439,DGF0443
IUB0565,WLV0566
WIQ0567,WLV0566
TDJ0998,FDE0117
KAC0124,FDE0117
TTD1000,FDE0117
BTW0005,FDE0117
KDS0349,WTF0387
JRG0207,MCS0035
CJC0494,DDA0476
JOM0750,JPW0741
RGH0728,JPW0741
FBW0747,JPW0741
EMW0105,CEJ0109
ESR0693,SAC0687
KKC0683,SAC0687
MDH0686,SAC0687
NCE0097,NWT0098
RVC0232,AKR0057
LHL0309,MSZ0310
JDB0169,MSZ0310
KJA0152,IEB0153
TDJ0998,TTD1000
WTF0387,DLF0377
VTT0385,DLF0377
JCG0316,LQC0479
CQW0652,UBF0645
IRT0491,JCR0172
HCL0651,TLH0648
HTF0641,TLH0648
VLB0647,TLH0648
NKH0979,KNB0022
LMF0980,KNB0022
BSS0369,IBB0359
CAB0388,RJM0381
ASL0378,RJM0381
JTS0389,RJM0381
AJR0319,MCF0327
SCF0608,LCD0622
JBD0616,LCD0622
KDS0349,RJM0381
DBB0384,RJM0381
VTT0385,RJM0381
WAS0254,DPS0262
BEC0505,SES0477
RNP0211,FLM0213
MCS0035,FLM0213
DRR0242,CCL0068
VIA0063,CCL0068
OBH0499,RHP0484
BJH0354,RHP0484
AMR0318,MCJ0324
BER0314,MCJ0324
EHD0584,GCS0571
ABN0239,PGC0066
CCA0046,EIS0041
SLB0049,KDS0349
LAM0911,KDS0349
DTP0379,KDS0349
ASL0378,KDS0349
SBQ0786,KDS0349
BLB0114,EMW0105
RHY0079,EMW0105
NMS0280,EMW0105
CEJ0109,EMW0105
WBC0192,KBB0189
MHH0180,NHH0185
BJH0811,NKH0807
KBP0008,HCS0003
BMS0877,WDO0870
TVS0050,VIA0063
BTS0011,AMM0014
KMB0922,TSM0927
GZC0735,HDL0748
LCB0664,HDL0748
JOM0750,HDL0748
TJD0996,TDJ0998
ZSL0305,CLS0296
AKW0167,LHL0309
RTO0313,LHL0309
FSB0399,KAL0395
JER0404,KAL0395
AMW0392,KAL0395
BSH0445,PKB0429
ETR0428,PKB0429
KSP0357,JAV0361
HIW0536,KBG0549
GCR0554,KBG0549
ABC0174,AMR0318
SSJ0784,AMR0318
TOR0193,AAE0190
GCC0744,RZC0746
SBH0537,JNA0559
VTT0385,GJT0386
KRL0501,RBB0485
BEC0505,RBB0485
FRB0023,BTS0011
FUM0015,BTS0011
PGC0066,GOK0238
ZJS0269,XAA0104
DRR0162,RKF0164
KBG0549,HRW0550
CRK0916,NHE0919
DGW0752,UJC0737
FLM0213,UJC0737
CWR0502,OLF0504
MMB0488,OLF0504
CMM0487,OLF0504
CCC0393,ADC0391
SBH0537,RRP0568
CEJ0109,SDB0106
BMT0528,IMP0530
JXH0493,CMM0487
CBG0490,CMM0487
WKF0012,WKD0013
KES0729,CQH0730
SES0477,RBB0485
MKW0441,PID0426
MKW0441,MBG0438
KBG0549,BMC0547
GCR0554,BMC0547
RDM0115,GTD0116
ESH0283,PKB0281
ZDW0859,RUM0880
NKH0807,VFM0814
MDM0625,CJK0200
YDN0198,CJK0200
LFS0071,BYP0070
MHG0733,FBW0747
VFM0814,BBH0810
AAN0823,PMJ0564
JXH0493,IRT0491
NAF0326,MCJ0324
SIJ0661,SLB0049
AIM0627,KVT0028
KAT0270,ONL0276
AJR0319,MAW0166
AJH0175,MAW0166
CPG0322,MAW0166
FSC0601,NNA0610
NAF0326,AJH0175
AMR0318,AJH0175
IDO0176,AJH0175
MSD0939,DHM0937
MMG0943,DHM0937
SBK0161,NMC0486
AKC0924,IYB0918
RAW0915,IYB0918
VTT0385,DBB0384
BJH0811,VSS0154
RHC0335,DFH0188
HCC0344,DFH0188
JAV0361,LBC0356
AJR0319,CPG0322
LRR0148,SRH0155
ASV0946,WBC0315
MSZ0310,WBC0315
TDS0984,YCE0983
KDT0346,PMC0328
DOL0332,PMC0328
GQF0659,AAM0658
CSJ0340,NOB0181
SNC0187,CGF0337
GZC0735,CQH0730
BWP0202,RVF0201
CWB0065,BSB0990
DDA0476,KAT0489
ATF0274,NWT0098
SAK0375,JRS0362
SOB0360,JRS0362
FRB0023,LMF0980
CIM0926,RAW0915
JMC0925,RAW0915
FIR0920,RAW0915
KMB0922,RAW0915
TEM0977,MDM0976
BXJ0010,MDM0976
GCC0744,EZH0736
RZC0746,EZH0736
CFM0767,EMW0772
FOB0756,EMW0772
DTP0379,EBC0390
RHY0079,HRB0351
DTT0076,HRB0351
IBB0696,FWM0707
RLB0719,FWM0707
ARB0881,MFV0897
SGS0268,GKO0078
JCV0245,HPH0075
HAH0248,HPH0075
DMG0358,KSP0357
BKW0374,KSP0357
YCE0983,HPM0986
WVB0539,SER0165
BJH0354,SER0165
SSS0345,MAE0331
VFM0814,KCB0815
AMR0318,IDO0176
MCJ0324,JCR0172
MES0407,HCW0419
RDT0424,HCW0419
HBO0413,HCW0419
GMF0738,GZC0735
ILC0838,AJC0840
AAN0823,AJC0840
DGW0752,UJC0737
KDT0346,CGF0337
KMW0545,JMH0543
SNC0187,AGB0186
CXC0336,RJM0381
VTT0385,RJM0381
ORB0473,LDG0459
JAD0609,BEH0615
CGA0629,BEH0615
BJW0619,BEH0615
FSC0601,BEH0615
TVS0006,VMJ0147
PES0085,DTT0076
HAH0760,RNF0765
JBM0350,CWB0065
GLR0975,AOB0019
TVS0006,KBP0008
TDJ0998,TTD1000
DRR0162,DJB0159
CQH0730,FBW0747
IAR0694,RNL0695
AMV0036,LBF0214
NAF0033,LBF0214
TCD0009,BTS0011
KDS0349,JLW0053
AKR0057,JLW0053
WVB0539,MTB0620
TET0621,GBM0603
JAD0609,GBM0603
QJR0688,RGH0728
KES0729,RGH0728
KJS0618,JCW0858
THR0873,JCW0858
CHG0146,JCW0858
PIS0522,CTA0020
RGN0408,PNH0761
KJP0371,WDD0366
